ID,Fname,Lname,birthday,gender,nationality,experience,matches,wins,losses,awards,position,height,weight,shirtNumber,CoachID
18065,Cad,Halversen,05/12/1975,Polygender,MN,12,349,345,398,1,SF,185,71,21,1011
18066,Dix,Langworthy,03/09/1987,Genderqueer,CN,7,49,434,147,2,SF,192,81,19,17716
18067,Miner,Strathman,03/10/1965,Male,SY,10,364,231,186,4,C,208,87,6,8555
18068,Kermie,Prestney,10/12/1961,Male,CZ,18,685,132,170,9,C,193,89,9,17694
18069,Matilda,Schwartz,31/05/1983,Agender,NG,29,705,370,196,7,SF,198,65,40,19754
18070,Omar,Bavridge,04/04/1983,Male,PE,25,213,200,222,8,C,208,65,29,12295
18071,Grady,Wasteney,31/03/1985,Male,CN,20,397,85,318,6,C,187,86,8,19377
18072,Morry,Tetlow,22/05/1975,Male,BR,6,358,167,112,6,C,190,82,32,5048
18073,Egbert,Umbers,31/12/1985,Male,CN,26,415,168,442,10,PF,203,84,30,4405
18074,Erwin,Auten,07/03/1969,Male,CN,12,927,93,280,6,SG,208,74,29,5069
18075,Wren,Tildesley,28/06/1981,Female,LV,13,36,330,73,2,C,200,65,26,12834
18076,Westbrooke,McFetrich,07/08/1964,Male,NG,30,753,340,144,8,PF,197,81,25,19406
18077,Perle,Butfield,30/06/1982,Female,ID,38,107,120,268,6,SG,198,70,22,7722
18078,Karly,Baldcock,01/10/1979,Female,PE,27,152,381,461,9,SF,193,77,2,16834
18079,Sorcha,Pickvance,25/12/1981,Female,SE,17,577,211,303,6,SF,193,60,34,16489
18080,Greer,Bolam,03/12/1982,Female,HN,34,69,461,227,4,SG,192,89,15,18215
18081,Petunia,Phillipps,05/08/1972,Female,BR,18,626,183,129,9,SF,187,77,40,12339
18082,Seymour,Goodfellow,28/01/1977,Male,CM,28,983,236,216,6,PF,198,75,27,5453
18083,Cordy,Pheasey,19/11/1974,Bigender,UA,2,288,419,398,9,SF,195,74,34,6344
18084,Xena,Garralts,19/03/1985,Female,ID,12,631,331,70,9,PF,203,68,39,6353
18085,Eloise,Rowbury,27/09/1960,Female,BR,15,957,330,250,6,SG,194,61,7,3494
18086,Omero,Pitsall,24/11/1987,Male,TH,4,904,445,215,4,PG,207,85,9,2103
18087,Devan,Salvati,16/06/1982,Female,ZA,35,826,182,74,3,SF,198,82,39,19630
18088,Veronique,Bodocs,17/05/1970,Female,PA,40,503,333,305,6,C,208,73,11,15907
18089,Cicily,Davion,25/02/1973,Female,CA,17,546,316,25,6,SG,186,72,16,3547
18090,Laryssa,Scotchford,07/05/1966,Female,ID,3,827,70,353,10,C,200,66,9,19165
18091,Jessika,Gorini,26/06/1968,Female,CN,22,420,52,321,10,PF,199,75,30,18410
18092,Tilda,Doncaster,03/03/1976,Female,MX,3,75,26,138,10,PF,206,63,38,4486
18093,Phyllys,Simak,27/07/1968,Agender,PT,24,299,239,104,2,SF,207,76,22,2928
18094,Carmelle,Dunham,24/10/1988,Female,UA,23,3,1,175,5,SF,204,87,14,18585
18095,Cobby,Pockett,08/02/1966,Male,JM,4,399,402,295,5,SF,190,63,14,6646
18096,Mariellen,Beton,05/03/1974,Female,RU,29,326,195,267,4,SG,189,72,10,10431
18097,Martica,Greenstreet,11/03/1977,Female,FI,6,973,398,15,2,PF,204,84,32,2073
18098,Coralyn,Maughan,19/05/1961,Female,IQ,4,822,389,220,2,PF,199,71,20,16502
18099,Etty,Munford,28/09/1976,Female,RU,25,795,152,126,10,PG,208,82,18,4289
18100,Britney,Paszak,25/08/1984,Female,ID,26,648,129,73,10,PF,209,73,34,6445
18101,Zacharias,Rait,13/08/1978,Male,IR,9,680,468,180,9,SF,188,84,28,11014
18102,Gabby,Edgecumbe,24/02/1978,Male,RU,14,891,18,65,4,PF,205,61,10,11381
18103,Griz,Ivatt,10/05/1982,Male,CM,30,370,360,131,2,SG,206,66,29,17299
18104,Almeria,Gianullo,03/01/1987,Female,SE,6,478,3,360,2,SF,199,85,26,7560
18105,Candide,Franz-Schoninger,19/04/1977,Agender,NZ,4,108,490,125,5,PF,185,73,17,8226
18106,Wallie,Morrell,25/12/1985,Male,BG,31,905,259,198,7,SG,202,89,9,14182
18107,Hilde,Moulsdale,15/02/1985,Female,AL,34,558,373,254,7,C,185,60,11,17745
18108,Dalis,Blancowe,29/04/1973,Male,GR,32,501,354,311,10,SF,192,83,5,17490
18109,Rica,Meeson,25/12/1969,Female,VE,10,440,143,239,7,SF,204,65,15,8623
18110,Isac,McGrail,05/12/1961,Male,DO,1,219,160,5,2,SG,203,68,36,10869
18111,Emmi,Bruno,17/07/1967,Female,NL,34,417,190,317,3,C,194,68,13,15910
18112,Brear,Ary,20/02/1973,Female,BO,26,717,321,14,10,SG,192,68,16,7215
18113,Jo ann,Flook,11/01/1985,Female,SE,16,89,414,214,7,SG,203,88,26,11933
18114,Gardener,Smithies,25/01/1977,Male,ID,20,602,441,159,4,PG,207,80,20,18663
18115,Debee,Jeandot,22/10/1960,Female,KG,8,600,254,47,1,SF,201,60,24,11065
18116,Darwin,Curnucke,14/06/1976,Male,NE,7,962,97,357,3,SF,208,81,25,1988
18117,Germain,Olivera,07/07/1967,Female,RU,1,488,452,234,9,C,206,70,23,6541
18118,Daren,Tennock,15/06/1985,Male,BG,30,289,457,123,10,C,207,89,1,19762
18119,Kimmy,Dunstan,21/10/1980,Female,VN,2,648,348,478,6,C,190,80,31,17248
18120,Rory,Audley,17/08/1971,Female,US,9,278,431,314,5,PG,188,75,28,19045
18121,Michelle,Biernat,09/09/1979,Female,BR,4,609,26,296,8,PG,209,80,1,2278
18122,Evvy,Rylett,14/10/1981,Female,CN,22,263,179,157,7,PF,199,60,22,2594
18123,Lou,MacInerney,26/06/1960,Male,PH,30,410,420,326,5,PG,203,73,13,15170
18124,Cale,Pavkovic,31/10/1965,Male,SE,27,206,35,411,9,SG,186,62,38,13637
18125,Mendie,Battaille,17/11/1983,Male,IL,25,889,26,217,6,C,196,61,21,14435
18126,Lukas,Pimlock,14/03/1987,Male,ZA,29,940,237,140,1,PF,191,84,19,259
18127,Josiah,Biever,22/02/1972,Male,CN,8,556,83,306,6,C,208,73,10,6360
18128,Orella,Jacobsson,23/04/1972,Female,BR,20,887,483,191,7,SF,198,80,29,3237
18129,Pyotr,Forrington,29/12/1984,Male,CN,6,79,265,243,5,SF,205,70,28,5974
18130,Gabbie,Werendell,30/06/1977,Male,SE,26,512,456,352,2,PG,186,86,23,9514
18131,Clarey,Scranny,10/03/1978,Genderqueer,CN,35,742,429,348,4,PF,200,60,6,18319
18132,Gwenny,Ivanyukov,24/02/1963,Female,CN,1,58,230,309,3,C,202,69,14,16987
18133,Robena,Rendall,17/04/1976,Female,CN,33,509,166,200,8,SG,210,81,9,8801
18134,Gayle,Latch,24/01/1983,Female,ID,38,508,432,357,6,PG,193,78,4,12320
18135,Madlin,Rolstone,18/07/1978,Female,DO,3,64,279,270,8,SG,204,87,3,14893
18136,Cy,Ewers,23/01/1983,Male,CN,6,629,330,422,4,PG,203,63,21,18089
18137,Johnathan,Reame,14/12/1970,Male,RU,9,599,471,156,1,SF,198,69,11,11228
18138,Christal,Pasticznyk,13/02/1965,Female,RS,23,431,104,292,7,SG,196,90,34,6364
18139,Hamilton,Ummfrey,31/05/1962,Male,CN,9,992,140,75,4,C,210,70,5,3204
18140,Isac,Rohan,22/08/1975,Male,ID,36,88,239,397,9,SF,192,77,15,10541
18141,Nolly,McKechnie,06/07/1987,Male,IR,35,954,387,173,10,SG,188,77,5,772
18142,Paulina,Swanbourne,17/03/1965,Female,CN,36,318,467,312,3,SG,192,67,25,14929
18143,Nikola,Van den Velden,06/07/1961,Male,RU,31,223,265,235,4,C,200,62,37,7344
18144,Kerby,Stonhouse,02/09/1969,Male,CO,24,656,75,222,1,PG,200,71,34,4564
18145,Tabb,Mordon,12/10/1975,Bigender,ZM,5,389,153,11,9,PG,194,83,14,18127
18146,Dru,Bragg,24/03/1962,Female,PL,36,963,238,177,9,PF,200,71,3,11253
18147,Leeanne,Hoodlass,19/07/1985,Polygender,ID,36,202,440,330,8,SF,185,76,29,8469
18148,Bartram,Gridley,25/08/1983,Male,BY,16,43,140,62,2,PG,199,74,11,6402
18149,Viola,Credland,09/06/1972,Female,ID,17,972,10,317,9,C,204,62,5,18273
18150,Cornela,Spikins,04/05/1964,Female,IR,11,667,270,88,3,PF,202,66,15,8202
18151,Dionne,Couchman,23/11/1977,Female,CN,35,799,193,294,8,PG,192,70,27,18287
18152,Franky,Lilleycrop,01/12/1983,Female,PA,30,823,293,71,2,SG,188,75,13,13518
18153,Nelle,Alldred,20/11/1976,Female,BR,26,943,199,182,3,PG,208,89,40,433
18154,Sandor,Lehrer,06/06/1968,Genderfluid,CN,39,311,217,448,8,PF,192,87,10,396
18155,Carissa,Chesters,27/07/1971,Female,NO,22,380,167,351,1,PG,191,73,30,14620
18156,Lynn,Gollard,19/03/1983,Male,FR,7,331,52,250,2,C,197,78,29,14227
18157,Ellyn,Aslott,16/04/1979,Female,BR,23,703,104,123,6,PF,195,89,28,15559
18158,Gonzales,Eacott,31/12/1988,Male,PS,19,470,476,279,7,SG,205,60,21,17573
18159,Danna,Ensley,28/12/1972,Female,ID,25,838,107,416,1,PF,200,62,21,6115
18160,Shalna,Wolpert,23/11/1982,Female,ZA,8,741,100,437,1,C,210,70,18,19531
18161,Gavin,Moyse,16/05/1988,Genderfluid,PH,18,279,362,115,10,PF,198,90,5,6717
18162,Joellyn,Reeveley,19/06/1967,Female,CN,23,733,269,234,9,C,195,65,24,3573
18163,Randal,Pennino,08/02/1988,Male,GR,8,23,479,56,3,PG,198,80,5,7989
18164,Ugo,Carrell,23/04/1975,Genderqueer,AR,3,139,149,195,5,PG,203,61,15,3680
18165,Marjorie,Deeson,26/02/1983,Female,CN,1,614,211,83,5,PG,209,63,22,15000
18166,Charles,Suthren,18/04/1962,Male,BA,20,4,350,495,8,SF,203,74,21,16850
18167,Josepha,Abbys,18/12/1987,Female,RU,33,763,192,31,2,C,205,87,21,665
18168,Cristie,Spaughton,20/08/1970,Female,ID,29,327,387,416,8,SF,210,70,23,14474
18169,Philippa,Arington,09/12/1966,Female,FR,30,475,195,197,2,C,200,66,12,14588
18170,Sven,Berisford,07/06/1965,Male,ID,22,908,43,120,9,PF,206,77,24,7965
18171,Florrie,Halsey,17/01/1977,Female,SY,10,829,58,450,2,PG,205,63,24,10113
18172,Ingeborg,Adshede,20/03/1989,Female,CN,36,746,109,156,7,PG,208,64,4,10954
18173,Ervin,Adamowicz,02/05/1964,Male,CN,26,730,20,363,6,PG,205,64,27,5833
18174,Donall,Dorken,14/01/1963,Male,JP,18,976,382,284,8,SF,185,77,8,8410
18175,Patrizio,Verring,13/04/1980,Male,PT,8,519,49,228,7,SG,200,61,30,10320
18176,Ibrahim,Jirek,02/12/1982,Male,RU,4,690,110,160,7,PG,210,77,12,10351
18177,Kristin,Facey,29/05/1970,Female,GR,12,795,364,151,8,PF,198,72,23,7582
18178,Deni,Sally,20/03/1972,Female,ID,2,345,309,36,5,C,193,89,19,10579
18179,Thor,Cramphorn,21/09/1987,Male,ID,14,436,239,200,9,C,189,88,27,13104
18180,Skell,Felderer,22/08/1966,Male,ID,30,527,324,245,10,C,185,68,34,16818
18181,Taylor,Eich,28/06/1968,Male,AD,11,555,109,18,7,SF,187,60,7,9801
18182,Althea,Greenstreet,14/06/1987,Non-binary,PL,6,819,251,363,5,C,192,62,28,12247
18183,Sarene,Boxer,02/06/1965,Female,BG,22,58,214,167,5,PG,187,61,10,14654
18184,Base,O'Leary,05/01/1965,Polygender,TH,6,147,175,73,7,PF,195,83,40,7848
18185,Carline,O'Shavlan,25/02/1988,Female,PE,39,313,408,119,5,PG,189,75,40,3748
18186,Adelaida,Alvarado,11/11/1970,Genderqueer,TH,6,574,266,350,9,SG,204,74,39,2960
18187,Melantha,Rubenfeld,28/09/1987,Female,ID,31,686,408,413,9,C,209,85,26,507
18188,Laney,Jeroch,30/05/1980,Male,PT,2,865,371,162,3,C,195,75,34,2026
18189,Anetta,Bartolacci,16/01/1989,Female,CN,14,45,446,414,2,SG,191,81,7,767
18190,Siana,Maffin,15/10/1975,Female,PT,31,197,178,93,2,PG,190,66,17,18727
18191,Martin,Sturror,28/09/1972,Male,ID,12,716,39,305,9,PG,209,66,20,12908
18192,Berenice,Clougher,13/04/1978,Female,ID,11,717,343,43,7,SG,203,90,5,17085
18193,Garnette,Keitch,07/05/1962,Female,CN,11,324,126,424,6,SG,200,83,5,18989
18194,Petunia,Taudevin,28/02/1983,Female,FR,1,186,355,94,4,SF,188,90,18,11578
18195,Gigi,Ghilardi,19/04/1960,Female,DO,1,56,34,246,9,PF,192,71,15,35
18196,Valentine,Cremin,03/04/1964,Genderfluid,CA,1,743,260,359,5,PF,201,85,34,16762
18197,Bjorn,Boncoeur,16/03/1966,Male,BR,1,805,160,289,5,SF,200,63,36,10535
18198,Phillip,Gilffillan,08/09/1984,Male,CU,32,652,70,495,10,PF,191,69,9,16599
18199,Lark,Hume,10/12/1972,Agender,PH,29,361,427,327,9,PG,186,86,38,2909
18200,Nelle,Roze,17/02/1984,Female,DE,20,340,260,297,10,SF,206,88,38,15227
18201,Bailie,Fuente,29/01/1978,Male,TN,39,393,331,197,4,PG,193,76,17,15022
18202,Lynn,Yurkevich,06/09/1962,Male,SN,17,341,449,236,9,SF,205,81,7,5431
18203,Liza,Tenpenny,05/12/1982,Female,FR,18,973,89,430,8,C,189,69,27,19825
18204,Gilberta,Chartres,26/02/1973,Female,CN,23,459,354,238,3,SG,186,83,1,3623
18205,Zelig,Pargent,20/07/1984,Male,PE,32,424,476,117,2,PF,208,77,23,15895
18206,Wandis,Withey,30/04/1971,Female,ID,18,488,149,66,1,SF,197,87,27,8687
18207,Doralia,Tytherton,10/01/1972,Female,MX,16,537,38,487,6,SG,190,80,7,7748
18208,Darcee,O'Kinneally,20/06/1964,Female,NL,38,238,499,142,10,C,188,62,15,293
18209,Gina,Calder,10/08/1962,Non-binary,CZ,9,925,53,489,2,SG,206,84,9,7296
18210,Audi,Kopfen,21/07/1982,Female,AR,35,293,82,213,6,SG,197,72,4,2187
18211,Meriel,Kermitt,08/08/1967,Female,RU,33,341,104,191,1,PG,206,74,39,11919
18212,Ruthann,Gibbins,13/06/1976,Female,CN,28,380,155,371,5,C,205,71,27,17005
18213,Dyana,Macias,30/01/1968,Female,ID,15,204,363,328,2,SF,208,81,5,14781
18214,Adda,Banville,04/08/1982,Female,PL,7,967,216,209,7,PF,210,70,31,19483
18215,Ddene,Sarten,29/12/1975,Female,JP,27,528,208,113,6,PG,190,71,14,15122
18216,Fara,Brookbank,03/10/1963,Female,DO,15,764,142,109,4,C,193,69,15,838
18217,Eulalie,Loos,28/02/1975,Bigender,CZ,20,545,163,91,7,PG,190,77,28,5673
18218,Batholomew,Boswell,27/08/1979,Genderqueer,TH,11,790,64,92,4,PG,192,78,27,6383
18219,Beaufort,Tiley,27/04/1983,Male,PK,6,472,375,457,2,SF,208,70,31,10029
18220,Gnni,Lowmass,25/11/1980,Female,CN,32,885,456,287,1,PG,207,82,19,3164
18221,Tomkin,Laurent,30/11/1972,Male,PH,12,298,81,30,5,PF,200,90,22,14413
18222,Crystal,Sealey,22/10/1986,Bigender,RU,4,137,5,349,5,PF,208,80,5,4032
18223,Rochette,Lafond,30/12/1987,Non-binary,CN,22,939,175,212,1,SG,191,69,23,9358
18224,Adore,Velden,14/10/1972,Female,RU,11,141,395,448,7,PG,188,86,40,4919
18225,Carlye,Heikkinen,13/09/1989,Female,ID,11,300,480,447,8,SF,199,77,1,17488
18226,Joel,Pedrocchi,11/02/1972,Male,GR,6,404,129,489,3,SG,192,84,2,2418
18227,Wesley,Gebby,11/06/1985,Male,PH,30,34,198,60,8,C,194,75,40,19013
18228,Amandy,Crohan,03/04/1977,Female,UA,16,779,488,344,8,PF,207,80,34,8986
18229,Lin,Borgars,28/12/1972,Male,HN,17,956,338,73,5,SF,186,85,27,15178
18230,Katharina,Duffill,03/10/1960,Female,CN,13,95,58,256,8,PG,205,75,5,2053
18231,Earlie,Grannell,20/08/1984,Male,FR,39,757,3,436,2,SG,197,85,7,17138
18232,Mona,Marchbank,16/09/1972,Female,PE,17,816,85,263,6,SF,192,76,5,6657
18233,Brier,Pascall,11/05/1989,Female,MW,29,103,292,252,8,SF,193,74,37,1749
18234,Deb,Santen,06/05/1968,Female,RU,29,663,238,42,5,PF,210,88,15,7181
18235,Fanya,Hargreves,20/02/1973,Female,SY,31,212,497,187,7,SF,210,78,5,8616
18236,Jamal,Ruggs,09/02/1985,Bigender,PL,13,377,107,449,3,SG,191,60,3,14607
18237,Mavis,Gilhouley,27/03/1970,Female,MX,6,315,455,458,1,SG,206,62,5,18813
18238,Allene,Griss,29/06/1960,Female,BR,6,980,171,416,2,PG,191,77,16,1216
18239,Karoly,Skey,23/01/1989,Male,FI,5,326,381,475,8,SG,199,73,3,4218
18240,Agneta,Moakler,23/04/1980,Female,TZ,17,619,118,398,8,SG,185,82,37,19919
18241,Morrie,Lafee,06/02/1979,Male,FR,39,74,179,246,7,SG,206,86,5,11430
18242,Torrie,Collymore,06/12/1986,Female,AM,38,912,40,231,8,PG,205,74,10,12146
18243,Beatrice,Ingray,31/12/1982,Non-binary,IL,26,949,139,35,3,PF,198,75,38,1167
18244,June,Charnick,11/02/1973,Female,YE,10,106,309,476,10,SG,200,75,18,6364
18245,Sari,Layus,23/03/1962,Female,PE,13,932,385,346,10,SF,185,83,22,7775
18246,Benny,Newlove,19/01/1988,Female,PH,38,882,213,435,3,SF,185,66,1,3711
18247,Rudolf,Kewley,23/09/1989,Male,CZ,13,860,240,349,4,PF,199,70,3,10712
18248,Jannel,Hiddersley,15/07/1965,Female,PT,8,179,433,269,8,SG,206,71,12,1797
18249,Eugen,McEttigen,12/02/1981,Male,FR,10,817,354,297,6,SG,192,74,5,17995
18250,Alyosha,Cornhill,02/12/1970,Male,GQ,30,64,408,175,2,C,203,83,38,19356
18251,Hercule,Maylin,14/12/1983,Male,RU,34,730,324,272,6,PF,186,88,40,3050
18252,Gwendolen,Kopec,21/07/1977,Female,BY,18,64,186,323,3,C,193,66,28,11400
18253,Maxine,BURWIN,03/02/1983,Female,PH,38,696,40,306,4,C,197,78,2,3417
18254,Annelise,Creboe,30/05/1985,Female,PL,18,835,133,374,2,SG,189,88,32,5650
18255,Roderigo,Hazle,08/04/1961,Non-binary,CZ,28,726,277,479,5,PF,189,71,17,10254
18256,Yuri,Hardwick,10/12/1971,Male,ZA,33,329,161,56,10,PG,204,72,39,15540
18257,Cati,Ingold,31/01/1965,Female,FR,14,895,324,150,7,C,192,79,29,4210
18258,Agace,Barcke,21/07/1965,Female,CA,24,806,87,400,2,PF,189,77,19,1090
18259,Nicolle,McGarrell,30/10/1973,Female,SE,25,542,174,459,10,SF,193,68,11,15113
18260,Jonas,Veillard,30/06/1980,Male,CZ,6,562,311,418,4,PG,209,60,11,1904
18261,Oren,Giraths,15/08/1985,Male,CN,27,275,289,303,1,PF,202,76,17,15844
18262,Wally,Andreazzi,07/04/1961,Female,CN,13,882,231,321,1,SG,208,89,12,18061
18263,Anna-diane,Silbert,11/08/1974,Female,YE,2,764,354,440,6,PG,191,64,18,19338
18264,Skipp,Lowne,08/01/1972,Male,NG,6,800,182,225,7,SF,188,64,36,14007
18265,Roger,Janczewski,16/08/1961,Male,CN,35,93,240,450,5,C,205,62,38,10660
18266,Susannah,Witling,10/01/1972,Non-binary,BR,16,952,334,496,2,PG,191,65,35,16975
18267,Lyle,Hillin,14/10/1969,Male,CN,14,809,164,178,1,PF,193,83,34,275
18268,Chase,Eastcourt,17/04/1975,Male,UA,39,894,219,496,2,PG,210,77,12,16182
18269,Marylinda,Battisson,08/02/1987,Female,FR,7,509,423,424,9,C,197,77,24,650
18270,Mordy,Haddick,25/05/1962,Male,CZ,10,707,175,492,3,SG,187,68,13,19
18271,Sidonnie,Dumphry,07/04/1961,Female,CN,14,62,19,374,1,C,205,77,27,1741
18272,Fran,Freestone,27/11/1979,Female,RU,9,909,257,327,6,PG,208,79,10,14833
18273,Dominick,McLucas,12/01/1971,Male,US,5,528,154,171,2,SG,196,67,24,1407
18274,Waldo,Labarre,11/01/1975,Male,RU,25,142,52,463,4,PG,202,69,18,12014
18275,Henriette,Evequot,09/01/1977,Non-binary,BD,5,58,253,83,9,PG,188,85,27,13553
18276,Vevay,Readshaw,06/08/1981,Female,DK,11,119,470,135,5,SF,205,68,22,3159
18277,Humfried,Franzel,15/03/1970,Male,BR,26,798,12,193,10,SG,194,68,22,3438
18278,Domenic,Oxtarby,19/08/1978,Male,SE,22,794,410,15,3,SF,198,65,18,11691
18279,Tonye,Scrace,29/12/1972,Female,CY,39,549,472,189,1,SG,185,70,17,17266
18280,Bryn,Tennant,19/12/1971,Male,PL,1,639,357,265,2,PG,210,69,12,14123
18281,Bryan,Oakinfold,17/04/1972,Male,BR,20,324,420,171,10,SG,189,71,21,3555
18282,Anita,Whitfield,30/01/1984,Female,VN,11,530,180,342,2,PG,202,86,32,14619
18283,Rube,Zebedee,19/10/1984,Male,AM,12,969,306,41,7,SG,204,72,6,9567
18284,Vanna,Heliar,29/11/1973,Female,PL,23,285,329,287,9,SF,186,63,12,17541
18285,Gannon,Tevlin,02/04/1982,Male,CN,12,383,95,24,5,SG,193,83,39,7091
18286,Vaughn,Longworthy,07/03/1975,Male,MW,33,767,410,80,7,SG,190,73,11,13323
18287,Husain,Burder,28/09/1985,Male,BR,1,217,178,324,9,C,208,62,18,18573
18288,Madel,Forgan,30/06/1973,Female,ID,5,383,73,248,1,C,192,69,1,14524
18289,Roxi,MacGiolla Pheadair,20/02/1981,Female,ID,15,966,55,61,5,C,190,73,26,10402
18290,Roderich,Burness,03/05/1965,Male,CO,11,699,96,209,6,SG,190,63,40,3528
18291,Edsel,Sloy,07/06/1979,Male,CN,14,665,149,268,5,SF,191,62,15,16154
18292,Tad,Earles,05/09/1961,Male,PH,3,553,486,23,8,C,203,75,33,230
18293,Zeke,Hamlett,18/11/1972,Male,CO,25,967,109,122,5,C,207,67,19,1781
18294,Kally,O' Reagan,21/12/1974,Female,CA,38,637,82,128,6,SG,190,61,35,18230
18295,Brynne,Sander,01/08/1964,Female,LU,20,413,475,478,8,PF,188,82,27,16142
18296,Dov,Tumielli,18/01/1981,Male,HN,30,148,11,62,8,SF,200,76,5,6886
18297,Irina,Archbell,04/10/1985,Female,PH,11,776,224,255,7,PG,207,71,2,15942
18298,Cordy,Collyns,28/10/1988,Male,CN,27,473,66,302,10,PG,195,85,17,18509
18299,Duffie,Hetterich,20/01/1983,Male,BD,25,629,92,308,5,PF,208,87,21,16449
18300,Nichole,Stoter,08/12/1975,Male,PH,28,919,265,390,9,SF,187,65,14,18231
18301,Flore,Klimochkin,23/06/1983,Female,GR,3,674,268,75,5,C,204,65,14,9374
18302,Efren,Franklyn,16/02/1967,Genderqueer,CN,33,600,83,198,6,SG,185,64,22,13462
18303,Basilio,Henrych,10/04/1977,Male,UG,13,501,284,232,8,SF,198,83,7,6943
18304,Evie,Cadle,14/10/1969,Female,VE,34,50,228,448,4,C,195,66,39,1502
18305,West,Ellyatt,12/02/1981,Male,CN,7,337,344,440,6,SG,196,68,20,17078
18306,Annabell,Abbay,01/03/1978,Non-binary,PH,8,128,465,71,7,PF,209,70,33,8309
18307,Rey,Reasce,28/04/1988,Male,NC,40,437,207,6,6,SF,190,81,12,8828
18308,Tabbie,Fenelon,10/06/1987,Female,PT,5,193,37,262,2,C,195,75,6,9516
18309,Corrine,Le Marchant,03/11/1960,Female,VN,16,957,403,60,1,SG,210,61,11,13572
18310,Flinn,Strewther,15/10/1960,Male,KR,25,975,453,106,3,SG,201,71,14,543
18311,Alon,Itzak,24/11/1976,Male,EG,26,490,90,480,3,SF,196,65,2,5802
18312,Norine,Ricart,29/03/1982,Agender,ID,3,675,413,160,9,C,206,60,9,5203
18313,Edwina,Malecky,04/03/1963,Female,BR,13,464,478,340,7,SF,201,74,25,16749
18314,Alfredo,De Ambrosi,30/01/1972,Male,PT,10,664,480,24,3,SG,198,85,17,19461
18315,Grethel,Aymes,17/08/1986,Female,CN,17,438,370,199,8,PG,193,61,23,9926
18316,Julee,Kermeen,16/02/1989,Female,ID,25,449,226,474,6,C,198,60,15,19936
18317,Winslow,Thorpe,09/01/1983,Male,ID,28,663,346,327,1,SG,206,63,20,6540
18318,Novelia,Bothe,05/02/1962,Polygender,PL,11,448,105,227,9,C,191,85,35,4553
18319,Robbert,Verty,19/10/1974,Genderqueer,JP,4,413,82,22,4,SF,197,63,11,18396
18320,Ozzie,Matasov,14/07/1971,Male,ID,13,962,467,154,7,PF,210,66,17,6648
18321,Minna,Castangia,22/10/1974,Female,UA,34,493,40,284,6,PG,190,87,2,8036
18322,Dominique,Mc Gaughey,07/04/1973,Male,ID,4,884,298,14,9,SG,199,84,21,14004
18323,Grissel,Hessay,02/08/1989,Genderfluid,CN,28,172,128,48,9,PG,185,70,34,10184
18324,Kelley,Champneys,13/12/1977,Female,CN,35,147,494,363,10,PF,190,72,19,1440
18325,Sinclare,Biddiss,20/10/1983,Male,PH,15,411,482,370,5,C,202,64,30,2121
18326,Aurel,Whiteford,21/03/1983,Female,PL,1,635,171,13,8,PF,197,90,29,14557
18327,Susan,Atcheson,07/02/1977,Female,KG,13,770,406,65,5,SG,188,61,14,19197
18328,Ethelbert,Pietruszka,23/06/1973,Male,ID,38,86,69,205,9,PG,187,80,8,3136
18329,Afton,Trivett,15/12/1978,Female,AT,24,343,412,332,3,SG,207,73,39,12138
18330,Frants,Ebenezer,22/02/1978,Male,BR,3,279,346,371,9,SG,188,86,1,12626
18331,Jori,Dottrell,09/08/1983,Female,SE,9,786,327,350,3,PG,200,77,5,2402
18332,Doroteya,Tattersfield,18/12/1973,Female,CN,25,353,53,2,5,C,190,78,28,18753
18333,Caria,Quadri,23/04/1971,Female,MA,8,350,283,338,3,PG,199,68,30,16257
18334,Whitaker,Parmiter,27/10/1973,Male,BI,16,887,385,376,6,SG,193,61,23,10404
18335,Courtney,Danet,22/03/1969,Female,SV,37,440,414,492,8,SG,201,76,27,19642
18336,Ariadne,Muzzollo,26/04/1981,Female,US,21,151,117,488,9,SG,196,66,3,8361
18337,Alleen,Pottberry,17/07/1979,Female,PH,39,181,269,18,4,PF,202,82,19,8251
18338,Salvatore,Girod,30/04/1976,Male,CN,10,304,336,171,7,C,210,86,7,797
18339,Evered,Schistl,14/05/1967,Male,AL,2,358,257,401,1,SG,207,82,28,19481
18340,Tammara,Smallpeice,23/02/1984,Female,RU,17,211,348,124,5,SG,186,64,7,492
18341,Kamila,Mumbey,27/06/1978,Female,RU,40,569,445,161,6,PF,195,89,34,11979
18342,Melisa,Gorelli,21/09/1977,Female,CU,20,735,184,393,6,SF,188,66,12,4876
18343,Krispin,Bartolomeo,17/04/1982,Male,BR,29,546,63,166,7,PF,207,88,23,6761
18344,Berrie,Ilbert,28/12/1968,Female,CL,35,435,294,22,10,SF,195,86,14,18945
18345,Jamaal,Helmke,30/03/1973,Male,ID,2,656,57,344,9,PF,208,72,11,1761
18346,Aridatha,Eberts,26/10/1976,Female,AR,37,591,199,462,10,C,207,84,6,16826
18347,Eachelle,Chesher,01/11/1969,Female,UA,16,274,63,319,6,SG,205,70,11,7532
18348,Jordan,Stiant,28/08/1966,Female,PE,10,710,241,143,3,SG,195,70,34,16879
18349,Conant,Martinot,17/07/1987,Male,PT,7,530,113,448,9,SG,206,81,30,1683
18350,Livia,Rhelton,07/12/1970,Female,BR,19,640,38,146,5,SF,202,60,35,1181
18351,Gaile,Rucklesse,03/01/1973,Male,PH,17,875,318,196,7,PG,194,61,9,19704
